,R_fighter,B_fighter,Winner,finish,finish_details,weight_class
3979,Paulo Thiago,Siyar Bahadurzada,Blue,KO/TKO,Punch,Welterweight
3980,Dennis Siver,Diego Nunes,Red,U-DEC,,Featherweight
3981,DaMarques Johnson,John Maguire,Blue,SUB,Armbar,Welterweight
3982,Brad Pickett,Damacio Page,Red,SUB,Rear Naked Choke,Bantamweight
3983,Papy Abedi,James Head,Blue,SUB,Rear Naked Choke,Welterweight
3984,Cyrille Diabate,Tom DeBlass,Red,M-DEC,,Light Heavyweight
3985,Francis Carmont,Magnus Cedenblad,Red,SUB,Rear Naked Choke,Middleweight
3986,Reza Madadi,Yoislandy Izquierdo,Red,SUB,Guillotine Choke,Lightweight
3987,Simeon Thoresen,Besam Yousef,Red,SUB,Rear Naked Choke,Welterweight
3988,Jason Young,Eric Wisely,Red,U-DEC,,Featherweight
3989,Thiago Alves,Martin Kampmann,Blue,SUB,Guillotine Choke,Welterweight
3990,Joseph Benavidez,Yasuhiro Urushitani,Red,KO/TKO,Punch,Flyweight
3991,Court McGee,Costas Philippou,Blue,,,Middleweight
3992,James Te Huna,Aaron Rosa,Red,KO/TKO,Punches,Light Heavyweight
3993,Anthony Perosh,Nick Penner,Red,KO/TKO,Punches,Light Heavyweight
3994,Cole Miller,Steven Siler,Blue,U-DEC,,Featherweight
3995,Kyle Noke,Andrew Craig,Blue,U-DEC,,Middleweight
3996,TJ Waldburger,Jake Hecht,Red,SUB,Armbar,Welterweight
3997,Mackens Semerzier,Daniel Pineda,Blue,SUB,Armbar,Featherweight
3998,Oli Thompson,Shawn Jordan,Blue,KO/TKO,Punches,Heavyweight
3999,Frankie Edgar,Benson Henderson,Blue,U-DEC,,Lightweight
4000,Rampage Jackson,Ryan Bader,Blue,,,Light Heavyweight
4001,Mark Hunt,Cheick Kongo,Red,KO/TKO,Punches,Heavyweight
4002,Yoshihiro Akiyama,Jake Shields,Blue,U-DEC,,Welterweight
4003,Yushin Okami,Tim Boetsch,Blue,KO/TKO,Punches,Middleweight
4004,Hatsu Hioki,Bart Palaszewski,Red,U-DEC,,Featherweight
4005,Anthony Pettis,Joe Lauzon,Red,KO/TKO,Kick,Lightweight
4006,Takanori Gomi,Eiji Mitsuoka,Red,KO/TKO,Punches,Lightweight
4007,Norifumi Yamamoto,Vaughan Lee,Blue,SUB,Armbar,Bantamweight
4008,Riki Fukuda,Steve Cantwell,Red,U-DEC,,Middleweight
4009,Takeya Mizugaki,Chris Cariaso,Blue,U-DEC,,Bantamweight
4010,Tiequan Zhang,Issei Tamura,Blue,KO/TKO,Punch,Featherweight
4011,Diego Sanchez,Jake Ellenberger,Blue,U-DEC,,Welterweight
4012,Stefan Struve,Dave Herman,Red,KO/TKO,Punches,Heavyweight
4013,Aaron Simpson,Ronny Markes,Blue,S-DEC,,Middleweight
4014,Stipe Miocic,Philip De Fries,Red,KO/TKO,Punch,Heavyweight
4015,TJ Dillashaw,Walel Watson,Red,U-DEC,,Bantamweight
4016,Ivan Menjivar,John Albert,Red,SUB,Rear Naked Choke,Bantamweight
4017,Jonathan Brookins,Vagner Rocha,Red,KO/TKO,Punches,Featherweight
4018,Anton Kuivanen,Justin Salas,Blue,U-DEC,,Lightweight
4019,Tim Means,Bernardo Magalhaes,Red,U-DEC,,Lightweight
4020,Nick Diaz,Carlos Condit,Blue,U-DEC,,Welterweight
4021,Roy Nelson,Fabricio Werdum,Blue,U-DEC,,Heavyweight
4022,Josh Koscheck,Mike Pierce,Red,S-DEC,,Welterweight
4023,Renan Barao,Scott Jorgensen,Red,U-DEC,,Bantamweight
4024,Ed Herman,Clifford Starks,Red,SUB,Rear Naked Choke,Middleweight
4025,Dustin Poirier,Max Holloway,Red,SUB,Armbar,Featherweight
4026,Alex Caceres,Edwin Figueroa,Blue,S-DEC,,Bantamweight
4027,Matt Brown,Chris Cope,Red,KO/TKO,Punches,Welterweight
4028,Matthew Riddle,Henry Martinez,Red,S-DEC,,Welterweight
4029,Rafael Natal,Michael Kuiper,Red,U-DEC,,Middleweight
4030,Dan Stittgen,Stephen Thompson,Blue,KO/TKO,Kick,Welterweight
4031,Rashad Evans,Phil Davis,Red,U-DEC,,Light Heavyweight
4032,Chael Sonnen,Michael Bisping,Red,U-DEC,,Middleweight
4033,Demian Maia,Chris Weidman,Blue,U-DEC,,Middleweight
4034,Evan Dunham,Nik Lentz,Red,KO/TKO,,Lightweight
4035,Mike Russow,Jon Olav Einemo,Red,U-DEC,,Heavyweight
4036,Cub Swanson,George Roop,Red,KO/TKO,Punch,Featherweight
4037,Charles Oliveira,Eric Wisely,Red,SUB,Other - Lock,Featherweight
4038,Michael Johnson,Shane Roller,Red,U-DEC,,Lightweight
4039,Joey Beltran,Lavar Johnson,Blue,KO/TKO,Punches,Heavyweight
4040,Chris Camozzi,Dustin Jacoby,Red,SUB,Guillotine Choke,Middleweight
4041,Melvin Guillard,Jim Miller,Blue,SUB,Rear Naked Choke,Lightweight
4042,Duane Ludwig,Josh Neer,Blue,SUB,Guillotine Choke,Welterweight
4043,Mike Easton,Jared Papazian,Red,M-DEC,,Bantamweight
4044,Pat Barry,Christian Morecraft,Red,KO/TKO,Punch,Heavyweight
4045,Jorge Rivera,Eric Schafer,Red,KO/TKO,Punches,Middleweight
4046,Kamal Shalorus,Khabib Nurmagomedov,Blue,SUB,Rear Naked Choke,Lightweight
4047,Charlie Brenneman,Daniel Roberts,Red,U-DEC,,Welterweight
4048,Fabricio Camoes,Tommy Hayden,Red,SUB,Rear Naked Choke,Lightweight
4049,Daniel Pineda,Pat Schilling,Red,SUB,Rear Naked Choke,Featherweight
4050,Joseph Sandoval,Nick Denis,Blue,KO/TKO,Elbows,Bantamweight
4051,Jose Aldo,Chad Mendes,Red,KO/TKO,Knee,Featherweight
4052,Vitor Belfort,Anthony Johnson,Red,SUB,Rear Naked Choke,Middleweight
4053,Rousimar Palhares,Mike Massenzio,Red,SUB,Heel Hook,Middleweight
4054,Erick Silva,Carlo Prater,Blue,DQ,,Welterweight
4055,Edson Barboza,Terry Etim,Red,KO/TKO,Kick,Lightweight
4056,Thiago Tavares,Sam Stout,Red,U-DEC,,Lightweight
4057,Gabriel Gonzaga,Ednaldo Oliveira,Red,SUB,Rear Naked Choke,Heavyweight
4058,Iuri Alcantara,Michihiro Omigawa,Red,U-DEC,,Featherweight
4059,Ricardo Funch,Mike Pyle,Blue,KO/TKO,Knees,Welterweight
4060,Felipe Arantes,Antonio Carvalho,Red,U-DEC,,Featherweight
4061,Brock Lesnar,Alistair Overeem,Blue,KO/TKO,Kick,Heavyweight
4062,Nate Diaz,Donald Cerrone,Red,U-DEC,,Lightweight
4063,Jon Fitch,Johny Hendricks,Blue,KO/TKO,Punch,Welterweight
4064,Vladimir Matyushenko,Alexander Gustafsson,Blue,KO/TKO,Punch,Light Heavyweight
4065,Nam Phan,Jimy Hettes,Blue,U-DEC,,Featherweight
4066,Ross Pearson,Junior Assuncao,Red,U-DEC,,Featherweight
4067,Anthony Njokuani,Danny Castillo,Blue,S-DEC,,Lightweight
4068,Dong Hyun Kim,Sean Pierson,Red,U-DEC,,Welterweight
4069,Jacob Volkmann,Efrain Escudero,Red,U-DEC,,Lightweight
4070,Manvel Gamburyan,Diego Nunes,Blue,U-DEC,,Featherweight
4071,Jon Jones,Lyoto Machida,Red,SUB,Guillotine Choke,Light Heavyweight
4072,Frank Mir,Minotauro Nogueira,Red,,,Heavyweight
4073,Tito Ortiz,Rogerio Nogueira,Blue,KO/TKO,Punches,Light Heavyweight
4074,Claude Patrick,Brian Ebersole,Blue,S-DEC,,Welterweight
4075,Mark Hominick,Chan Sung Jung,Blue,KO/TKO,Punch,Featherweight
4076,Krzysztof Soszynski,Igor Pokrajac,Blue,KO/TKO,Punches,Light Heavyweight
4077,Jared Hamman,Costas Philippou,Blue,,,Middleweight
4078,John Makdessi,Dennis Hallman,Blue,SUB,Rear Naked Choke,Lightweight
4079,Walel Watson,Yves Jabouin,Blue,S-DEC,,Bantamweight
4080,Mark Bocek,Nik Lentz,Red,U-DEC,,Lightweight
4081,Rich Attonito,Jake Hecht,Blue,KO/TKO,Elbows,Welterweight
4082,Mitch Clarke,John Cholish,Blue,KO/TKO,Punches,Lightweight
4083,Michael Bisping,Jason Miller,Red,KO/TKO,Knees,Middleweight
4084,Diego Brandao,Dennis Bermudez,Red,SUB,Armbar,Featherweight
4085,TJ Dillashaw,John Dodson,Blue,KO/TKO,Punches,Bantamweight
4086,Tony Ferguson,Yves Edwards,Red,U-DEC,,Lightweight
4087,Louis Gaudinot,Johnny Bedford,Blue,KO/TKO,Knees,Bantamweight
4088,Marcus Brimage,Stephen Bass,Red,U-DEC,,Featherweight
4089,Dustin Pague,John Albert,Blue,KO/TKO,Punches,Bantamweight
4090,Roland Delorme,Josh Ferguson,Red,SUB,Rear Naked Choke,Bantamweight
4091,Steven Siler,Josh Clopton,Red,U-DEC,,Featherweight
4092,Bryan Caraway,Dustin Neace,Red,SUB,Rear Naked Choke,Featherweight
4093,Mauricio Rua,Dan Henderson,Blue,U-DEC,,Light Heavyweight
4094,Wanderlei Silva,Cung Le,Red,KO/TKO,Knee,Middleweight
4095,Urijah Faber,Brian Bowles,Red,SUB,Guillotine Choke,Bantamweight
4096,Rick Story,Martin Kampmann,Blue,S-DEC,,Welterweight
4097,Stephan Bonnar,Kyle Kingsbury,Red,U-DEC,,Light Heavyweight
4098,Ryan Bader,Jason Brilz,Red,KO/TKO,Punch,Light Heavyweight
4099,Michael McDonald,Alex Soto,Red,KO/TKO,Punches,Bantamweight
4100,Tom Lawlor,Chris Weidman,Blue,SUB,D'Arce Choke,Middleweight
4101,Gleison Tibau,Rafael Dos Anjos,Red,S-DEC,,Lightweight
4102,Miguel Torres,Nick Pace,Red,U-DEC,,Bantamweight
4103,Matt Brown,Seth Baczynski,Blue,SUB,Guillotine Choke,Welterweight
4104,Danny Castillo,Shamar Bailey,Red,KO/TKO,Punches,Lightweight
4105,Cain Velasquez,Junior Dos Santos,Blue,KO/TKO,Punch,Heavyweight
4106,Clay Guida,Benson Henderson,Blue,U-DEC,,Lightweight
4107,Dustin Poirier,Pablo Garza,Red,SUB,D'Arce Choke,Featherweight
4108,Cub Swanson,Ricardo Lamas,Blue,SUB,Arm Triangle,Featherweight
4109,DaMarques Johnson,Clay Harvison,Red,KO/TKO,Punch,Welterweight
4110,Norifumi Yamamoto,Darren Uyenoyama,Blue,U-DEC,,Bantamweight
4111,Alex Caceres,Cole Escovedo,Red,U-DEC,,Bantamweight
4112,Mike Pierce,Paul Bradley,Red,S-DEC,,Welterweight
4113,Aaron Rosa,Matt Lucas,Red,M-DEC,,Light Heavyweight
4114,Chris Leben,Mark Munoz,Blue,KO/TKO,,Middleweight
4115,Brad Pickett,Renan Barao,Blue,SUB,Rear Naked Choke,Bantamweight
4116,Thiago Alves,Papy Abedi,Red,SUB,Rear Naked Choke,Welterweight
4117,Cyrille Diabate,Anthony Perosh,Blue,SUB,Rear Naked Choke,Light Heavyweight
4118,Terry Etim,Edward Faaloloto,Red,SUB,Guillotine Choke,Lightweight
4119,John Maguire,Justin Edwards,Red,U-DEC,,Welterweight
4120,Rob Broughton,Philip De Fries,Blue,U-DEC,,Heavyweight
4121,Michihiro Omigawa,Jason Young,Red,U-DEC,,Featherweight
4122,Chris Cope,Che Mills,Blue,KO/TKO,Knee,Welterweight
4123,Chris Cariaso,Vaughan Lee,Red,S-DEC,,Bantamweight
4124,BJ Penn,Nick Diaz,Blue,U-DEC,,Welterweight
4125,Cheick Kongo,Matt Mitrione,Red,U-DEC,,Heavyweight
4126,Mirko Cro Cop,Roy Nelson,Blue,,,Heavyweight
4127,Scott Jorgensen,Jeff Curran,Red,U-DEC,,Bantamweight
4128,Hatsu Hioki,George Roop,Red,S-DEC,,Featherweight
4129,Dennis Siver,Donald Cerrone,Blue,SUB,Rear Naked Choke,Lightweight
4130,Tyson Griffin,Bart Palaszewski,Blue,KO/TKO,Punches,Featherweight
4131,Brandon Vera,Eliot Marshall,Red,U-DEC,,Light Heavyweight
4132,Ramsey Nijem,Danny Downes,Red,U-DEC,,Lightweight
4133,Chris Camozzi,Francis Carmont,Blue,U-DEC,,Middleweight
4134,Dustin Jacoby,Clifford Starks,Blue,U-DEC,,Middleweight
4135,Frankie Edgar,Gray Maynard,Red,KO/TKO,Punches,Lightweight
4136,Jose Aldo,Kenny Florian,Red,U-DEC,,Featherweight
4137,Chael Sonnen,Brian Stann,Red,SUB,Arm Triangle,Middleweight
4138,Leonard Garcia,Nam Phan,Blue,U-DEC,,Featherweight
4139,Melvin Guillard,Joe Lauzon,Blue,SUB,Rear Naked Choke,Lightweight
4140,Demian Maia,Jorge Santiago,Red,U-DEC,,Middleweight
4141,Anthony Pettis,Jeremy Stephens,Red,S-DEC,,Lightweight
4142,Joey Beltran,Stipe Miocic,Blue,U-DEC,,Heavyweight
4143,Tiequan Zhang,Darren Elkins,Blue,U-DEC,,Featherweight
4144,Aaron Simpson,Eric Schafer,Red,U-DEC,,Middleweight
4145,Steve Cantwell,Mike Massenzio,Blue,U-DEC,,Middleweight
4146,Dominick Cruz,Demetrious Johnson,Red,U-DEC,,Bantamweight
4147,Pat Barry,Stefan Struve,Blue,SUB,Triangle Choke,Heavyweight
4148,Anthony Johnson,Charlie Brenneman,Red,KO/TKO,Kick,Welterweight
4149,Matt Wiman,Mac Danzig,Red,U-DEC,,Lightweight
4150,Yves Edwards,Rafaello Oliveira,Red,KO/TKO,Kick,Lightweight
4151,Michael Johnson,Paul Sass,Blue,SUB,Heel Hook,Lightweight
4152,Mike Easton,Byron Bloodworth,Red,KO/TKO,Knee,Bantamweight
4153,Shane Roller,TJ Grant,Blue,SUB,Armbar,Lightweight
4154,Josh Neer,Keith Wisniewski,Red,KO/TKO,,Welterweight
4155,Walel Watson,Joseph Sandoval,Red,KO/TKO,Punches,Bantamweight
4156,Jon Jones,Rampage Jackson,Red,,,Light Heavyweight
4157,Matt Hughes,Josh Koscheck,Blue,KO/TKO,Punches,Welterweight
4158,Ben Rothwell,Mark Hunt,Blue,U-DEC,,Heavyweight
4159,Travis Browne,Rob Broughton,Red,U-DEC,,Heavyweight
4160,Nate Diaz,Takanori Gomi,Red,SUB,Armbar,Lightweight
4161,Tony Ferguson,Aaron Riley,Red,KO/TKO,,Lightweight
4162,Nick Ring,Tim Boetsch,Blue,U-DEC,,Middleweight
4163,Junior Assuncao,Eddie Yagin,Red,U-DEC,,Featherweight
4164,Takeya Mizugaki,Cole Escovedo,Red,KO/TKO,Punches,Bantamweight
4165,James Te Huna,Ricardo Romero,Red,KO/TKO,Punches,Light Heavyweight
4166,Jake Shields,Jake Ellenberger,Blue,KO/TKO,Knee,Welterweight
4167,Court McGee,Dongi Yang,Red,U-DEC,,Middleweight
4168,Jonathan Brookins,Erik Koch,Blue,U-DEC,,Featherweight
4169,Alan Belcher,Jason MacDonald,Red,KO/TKO,Punches,Middleweight
4170,Cody McKenzie,Vagner Rocha,Blue,SUB,Rear Naked Choke,Lightweight
4171,Evan Dunham,Shamar Bailey,Red,U-DEC,,Lightweight
4172,Matthew Riddle,Lance Benoist,Blue,U-DEC,,Welterweight
4173,Ken Stone,Donny Walker,Red,SUB,Rear Naked Choke,Bantamweight
4174,Clay Harvison,Seth Baczynski,Blue,SUB,Rear Naked Choke,Welterweight
4175,TJ Waldburger,Mike Stumpf,Red,SUB,Triangle Choke,Welterweight
4176,Robert Peralta,Mike Lullo,Red,U-DEC,,Featherweight
4177,Justin Edwards,Jorge Lopez,Red,U-DEC,,Welterweight
4178,Anderson Silva,Yushin Okami,Red,KO/TKO,Punches,Middleweight
4179,Mauricio Rua,Forrest Griffin,Red,KO/TKO,Punches,Light Heavyweight
4180,Ross Pearson,Edson Barboza,Blue,S-DEC,,Lightweight
4181,Minotauro Nogueira,Brendan Schaub,Red,,,Heavyweight
4182,Luiz Cane,Stanislav Nedkov,Blue,KO/TKO,Punches,Light Heavyweight
4183,Thiago Tavares,Spencer Fisher,Red,KO/TKO,Punches,Lightweight
4184,Rousimar Palhares,Dan Miller,Red,U-DEC,,Middleweight
4185,Paulo Thiago,David Mitchell,Red,U-DEC,,Welterweight
4186,Raphael Assuncao,Johnny Eduardo,Red,U-DEC,,Bantamweight
4187,Erick Silva,Luis Ramos,Red,KO/TKO,Punch,Welterweight
4188,Iuri Alcantara,Felipe Arantes,Red,U-DEC,,Featherweight
4189,Yves Jabouin,Ian Loveland,Red,S-DEC,,Bantamweight
4190,Dan Hardy,Chris Lytle,Blue,SUB,Guillotine Choke,Welterweight
4191,Jim Miller,Benson Henderson,Blue,U-DEC,,Lightweight
4192,Donald Cerrone,Charles Oliveira,Red,KO/TKO,Punches,Lightweight
4193,Amir Sadollah,Duane Ludwig,Blue,U-DEC,,Welterweight
4194,CB Dollaway,Jared Hamman,Blue,KO/TKO,Punches,Middleweight
4195,Joseph Benavidez,Eddie Wineland,Red,U-DEC,,Bantamweight
4196,Ed Herman,Kyle Noke,Red,SUB,Heel Hook,Middleweight
4197,Ronny Markes,Karlos Vemola,Red,U-DEC,,Light Heavyweight
4198,Jimy Hettes,Alex Caceres,Red,SUB,Rear Naked Choke,Featherweight
4199,Cole Miller,TJ O'Brien,Red,SUB,Guillotine Choke,Lightweight
4200,Jacob Volkmann,Danny Castillo,Red,U-DEC,,Lightweight
4201,Edwin Figueroa,Jason Reinhardt,Red,KO/TKO,Punches,Bantamweight
4202,Rashad Evans,Tito Ortiz,Red,KO/TKO,Knee,Light Heavyweight
4203,Vitor Belfort,Yoshihiro Akiyama,Red,KO/TKO,Punches,Middleweight
4204,Dennis Hallman,Brian Ebersole,Blue,KO/TKO,Elbows,Welterweight
4205,Jorge Rivera,Costas Philippou,Blue,,,Middleweight
4206,Rory MacDonald,Mike Pyle,Red,KO/TKO,Punches,Welterweight
4207,Matt Hamill,Alexander Gustafsson,Blue,KO/TKO,Punches,Light Heavyweight
4208,Chad Mendes,Rani Yahya,Red,U-DEC,,Featherweight
4209,Ivan Menjivar,Nick Pace,Red,U-DEC,,Bantamweight
4210,Johny Hendricks,Mike Pierce,Red,S-DEC,,Welterweight
4211,Mike Brown,Nam Phan,Red,U-DEC,,Featherweight
4212,Rafael Natal,Paul Bradley,Red,U-DEC,,Middleweight
4213,Dominick Cruz,Urijah Faber,Red,U-DEC,,Bantamweight
4214,Wanderlei Silva,Chris Leben,Blue,KO/TKO,Punches,Middleweight
4215,Dennis Siver,Matt Wiman,Red,U-DEC,,Lightweight
4216,Tito Ortiz,Ryan Bader,Red,SUB,Guillotine Choke,Light Heavyweight
4217,Carlos Condit,Dong Hyun Kim,Red,KO/TKO,Flying Knee,Welterweight
4218,Melvin Guillard,Shane Roller,Red,KO/TKO,Punch,Lightweight
4219,George Sotiropoulos,Rafael Dos Anjos,Blue,KO/TKO,Punch,Lightweight
4220,Brian Bowles,Takeya Mizugaki,Red,U-DEC,,Bantamweight
4221,Brad Tavares,Aaron Simpson,Blue,U-DEC,,Middleweight
4222,Anthony Njokuani,Andre Winner,Red,U-DEC,,Lightweight
4223,Jeff Hougland,Donny Walker,Red,U-DEC,,Bantamweight
4224,Cheick Kongo,Pat Barry,Red,KO/TKO,Punch,Heavyweight
4225,Charlie Brenneman,Rick Story,Red,U-DEC,,Welterweight
4226,Matt Brown,John Howard,Red,U-DEC,,Welterweight
4227,Christian Morecraft,Matt Mitrione,Blue,KO/TKO,Punches,Heavyweight
4228,Tyson Griffin,Manvel Gamburyan,Red,U-DEC,,Featherweight
4229,Joe Stevenson,Javier Vazquez,Blue,U-DEC,,Featherweight
4230,Joe Lauzon,Curt Warburton,Red,SUB,Kimura,Lightweight
4231,Daniel Roberts,Rich Attonito,Blue,U-DEC,,Welterweight
4232,Ricardo Lamas,Matt Grice,Red,KO/TKO,Punches,Featherweight
4233,Michael Johnson,Edward Faaloloto,Red,KO/TKO,Punches,Lightweight
4234,Shane Carwin,Junior Dos Santos,Blue,U-DEC,,Heavyweight
4235,Kenny Florian,Diego Nunes,Red,U-DEC,,Featherweight
4236,Mark Munoz,Demian Maia,Red,U-DEC,,Middleweight
4237,Dave Herman,Jon Olav Einemo,Red,KO/TKO,Punches,Heavyweight
4238,Vagner Rocha,Donald Cerrone,Blue,U-DEC,,Lightweight
4239,Yves Edwards,Sam Stout,Blue,KO/TKO,Punch,Lightweight
4240,Jesse Bongfeldt,Chris Weidman,Blue,SUB,Guillotine Choke,Middleweight
4241,Mike Massenzio,Krzysztof Soszynski,Blue,U-DEC,,Light Heavyweight
4242,Nick Ring,James Head,Red,SUB,Rear Naked Choke,Middleweight
4243,Dustin Poirier,Jason Young,Red,U-DEC,,Featherweight
4244,Joey Beltran,Aaron Rosa,Red,KO/TKO,Punches,Heavyweight
4245,Darren Elkins,Michihiro Omigawa,Red,U-DEC,,Featherweight
4246,Ramsey Nijem,Tony Ferguson,Blue,KO/TKO,Punches,Welterweight
4247,Clay Guida,Anthony Pettis,Red,U-DEC,,Lightweight
4248,Ed Herman,Tim Credeur,Red,KO/TKO,Punch,Middleweight
4249,Fabio Maldonado,Kyle Kingsbury,Blue,U-DEC,,Light Heavyweight
4250,Chuck O'Neil,Chris Cope,Blue,U-DEC,,Welterweight
4251,Danny Downes,Jeremy Stephens,Blue,U-DEC,,Lightweight
4252,Josh Grispi,George Roop,Blue,KO/TKO,Punch,Featherweight
4253,Ryan McGillivray,Shamar Bailey,Blue,U-DEC,,Welterweight
4254,Clay Harvison,Justin Edwards,Red,S-DEC,,Welterweight
4255,Scott Jorgensen,Ken Stone,Red,KO/TKO,Punch,Bantamweight
4256,Reuben Duran,Francisco Rivera,Red,SUB,Rear Naked Choke,Bantamweight
4257,Rampage Jackson,Matt Hamill,Red,,,Light Heavyweight
4258,Frank Mir,Roy Nelson,Red,U-DEC,,Heavyweight
4259,Stefan Struve,Travis Browne,Blue,KO/TKO,Punch,Heavyweight
4260,Thiago Alves,Rick Story,Blue,U-DEC,,Welterweight
4261,Brian Stann,Jorge Santiago,Red,KO/TKO,Punch,Middleweight
4262,Miguel Torres,Demetrious Johnson,Blue,U-DEC,,Bantamweight
4263,Kendall Grove,Tim Boetsch,Blue,U-DEC,,Middleweight
4264,Gleison Tibau,Rafaello Oliveira,Red,SUB,Rear Naked Choke,Lightweight
4265,Michael McDonald,Chris Cariaso,Red,S-DEC,,Bantamweight
4266,Cole Escovedo,Renan Barao,Blue,U-DEC,,Bantamweight
4267,Georges St-Pierre,Jake Shields,Red,U-DEC,,Welterweight
4268,Jose Aldo,Mark Hominick,Red,U-DEC,,Featherweight
4269,Lyoto Machida,Randy Couture,Red,KO/TKO,Kick,Light Heavyweight
4270,Vladimir Matyushenko,Jason Brilz,Red,KO/TKO,Punch,Light Heavyweight
4271,Mark Bocek,Benson Henderson,Blue,U-DEC,,Lightweight
4272,Nate Diaz,Rory MacDonald,Blue,U-DEC,,Welterweight
4273,Jake Ellenberger,Sean Pierson,Red,KO/TKO,Punch,Welterweight
4274,Daniel Roberts,Claude Patrick,Blue,U-DEC,,Welterweight
4275,Ivan Menjivar,Charlie Valencia,Red,KO/TKO,Elbow,Bantamweight
4276,Jason MacDonald,Ryan Jensen,Red,SUB,Triangle Choke,Middleweight
4277,John Makdessi,Kyle Watson,Red,KO/TKO,Spinning Back Fist,Lightweight
4278,Yves Jabouin,Pablo Garza,Blue,SUB,Triangle Choke,Featherweight
4279,Phil Davis,Rogerio Nogueira,Red,U-DEC,,Light Heavyweight
4280,Anthony Johnson,Dan Hardy,Red,U-DEC,,Welterweight
4281,DaMarques Johnson,Amir Sadollah,Blue,KO/TKO,Elbows,Welterweight
4282,Chan Sung Jung,Leonard Garcia,Red,SUB,Other - Lock,Featherweight
4283,Jon Madsen,Mike Russow,Blue,KO/TKO,,Heavyweight
4284,Alex Caceres,Mackens Semerzier,Blue,SUB,Rear Naked Choke,Featherweight
4285,John Hathaway,Kris McCray,Red,S-DEC,,Welterweight
4286,Michael McDonald,Edwin Figueroa,Red,U-DEC,,Bantamweight
4287,Sean McCorkle,Christian Morecraft,Blue,SUB,Guillotine Choke,Heavyweight
4288,Johny Hendricks,TJ Waldburger,Red,KO/TKO,Punch,Welterweight
4289,Mario Miranda,Aaron Simpson,Blue,U-DEC,,Middleweight
4290,Waylon Lowe,Nik Lentz,Blue,SUB,Guillotine Choke,Lightweight
4291,Mauricio Rua,Jon Jones,Blue,KO/TKO,Knee,Light Heavyweight
4292,Urijah Faber,Eddie Wineland,Red,U-DEC,,Bantamweight
4293,Jim Miller,Kamal Shalorus,Red,KO/TKO,Knee,Lightweight
4294,Dan Miller,Nate Marquardt,Blue,U-DEC,,Middleweight
4295,Mirko Cro Cop,Brendan Schaub,Blue,,,Heavyweight
4296,Luiz Cane,Eliot Marshall,Red,KO/TKO,Punches,Light Heavyweight
4297,Edson Barboza,Anthony Njokuani,Red,U-DEC,,Lightweight
4298,Ricardo Almeida,Mike Pyle,Blue,U-DEC,,Welterweight
4299,Kurt Pellegrino,Gleison Tibau,Blue,S-DEC,,Lightweight
4300,Joseph Benavidez,Ian Loveland,Red,U-DEC,,Bantamweight
4301,Costas Philippou,Nick Catone,Blue,,,Catch Weight
4302,Erik Koch,Raphael Assuncao,Red,KO/TKO,Punch,Featherweight
4303,Diego Sanchez,Martin Kampmann,Red,U-DEC,,Welterweight
4304,CB Dollaway,Mark Munoz,Blue,KO/TKO,Punch,Middleweight
4305,Alessio Sakara,Chris Weidman,Blue,U-DEC,,Middleweight
4306,Brian Bowles,Damacio Page,Red,SUB,Guillotine Choke,Bantamweight
4307,Steve Cantwell,Cyrille Diabate,Blue,U-DEC,,Light Heavyweight
4308,Joe Stevenson,Danny Castillo,Blue,U-DEC,,Lightweight
4309,Thiago Tavares,Shane Roller,Blue,KO/TKO,Punch,Lightweight
4310,Takeya Mizugaki,Reuben Duran,Red,S-DEC,,Bantamweight
4311,Rob Kimmons,Dongi Yang,Blue,KO/TKO,Punches,Middleweight
4312,David Branch,Rousimar Palhares,Blue,SUB,Kneebar,Middleweight
4313,Igor Pokrajac,Todd Brown,Red,KO/TKO,,Light Heavyweight
4314,Michael Bisping,Jorge Rivera,Red,KO/TKO,Punches,Middleweight
4315,George Sotiropoulos,Dennis Siver,Blue,U-DEC,,Lightweight
4316,Brian Ebersole,Chris Lytle,Red,U-DEC,,Welterweight
4317,Chris Camozzi,Kyle Noke,Blue,SUB,Rear Naked Choke,Middleweight
4318,Ross Pearson,Spencer Fisher,Red,U-DEC,,Lightweight
4319,Alexander Gustafsson,James Te Huna,Red,SUB,Rear Naked Choke,Light Heavyweight
4320,Nick Ring,Riki Fukuda,Red,U-DEC,,Middleweight
4321,Tom Blackledge,Anthony Perosh,Blue,SUB,Rear Naked Choke,Light Heavyweight
4322,Tiequan Zhang,Jason Reinhardt,Red,SUB,Guillotine Choke,Featherweight
4323,Mark Hunt,Chris Tuchscherer,Red,KO/TKO,Punch,Heavyweight
4324,Maciej Jewtuszko,Curt Warburton,Blue,U-DEC,,Lightweight
4325,Anderson Silva,Vitor Belfort,Red,KO/TKO,Kick,Middleweight
4326,Forrest Griffin,Rich Franklin,Red,U-DEC,,Light Heavyweight
4327,Jon Jones,Ryan Bader,Red,SUB,Guillotine Choke,Light Heavyweight
4328,Jake Ellenberger,Carlos Eduardo Rocha,Red,S-DEC,,Welterweight
4329,Miguel Torres,Antonio Banuelos,Red,U-DEC,,Bantamweight
4330,Donald Cerrone,Paul Kelly,Red,SUB,Rear Naked Choke,Lightweight
4331,Chad Mendes,Michihiro Omigawa,Red,U-DEC,,Featherweight
4332,Norifumi Yamamoto,Demetrious Johnson,Blue,U-DEC,,Bantamweight
4333,Paul Taylor,Gabe Ruediger,Red,KO/TKO,Kick,Lightweight
